title,abstract
Dynamic Downscaling of the Impact of Climate Change on the Ocean Circulation in the Galápagos Archipelago,The regional impact of global climate change on the ocean circulation around the Galápagos Archipelago is studied using the Hybrid Coordinate Ocean Model HYCOM configured for a fourlevel nested domain system The modeling system is validated and calibrated using daily atmospheric forcing derived from the NCEPNCAR reanalysis dataset from to The potential impact of future anthropogenic global warming AGW in the Galápagos region is examined using the calibrated HYCOM with forcing derived from the IPCCAR climate model Results show that although the oceanic variability in the entire Galápagos region is significantly affected by global climate change the degree of such effects is inhomogeneous across the region The upwelling region to the west of the Isabella Island shows relatively slower warming trends compared to the eastern Galápagos region Diagnostic analysis suggests that the variability in the western Galápagos upwelling region is affected mainly by equatorial undercurrent EUC and Panama currents while the centraleast Galápagos is predominantly affected by both Peru and EUC currents The inhomogeneous responses in different regions of the Galápagos Archipelago to future AGW can be explained by the incoherent changes of the various current systems in the Galápagos region as a result of global climate change
Glacial Area Changes in the Ili River Catchment Northeastern Tian Shan in Xinjiang China from the s to ,The Ili River originates in the Tian Shan Mountains of Northwest China before flowing into Kazakhstan and Lake Balkash Melting snow and ice are its major contributors We analyzed glacial changes in the upper Ili River basin between the s and using topographic maps and satellite imagery from a Landsat TM The relationships between glacial changes and glacial size topographic factors and debris cover were examined Our results found that total glacial area decreased by ±  km ± during the study period and there were no advancing glaciers Additionally glaciers disappeared and disintegrated into two or three smaller glaciers This study demonstrated a linear relationship between glacial area change and elevation Changes in glaciers smaller than  km were affected by both glacial size and topographic factors while larger ones were affected by size only Area losses in debriscovered glaciers were smaller by to compared to clean ice of the same size in this basin As in other glaciated regions glacial retreat in the Ili River basin is attributed to global warming The slightly increasing precipitation over the study period could not offset the ice melting
Case Study LCA Methodology Applied to Materials Management in a Brazilian Residential Construction Site,The construction industry is increasingly concerned with improving the social economic and environmental indicators of sustainability More than ever the growing demand for construction materials reflects increased consumption of raw materials and energy particularly during the phases of extraction processing and transportation of materials This work aims to help decisionmakers and to promote life cycle thinking in the construction industry For this purpose the life cycle assessment LCA methodology was chosen to analyze the environmental impacts of building materials used in the construction of a residence project in São Gonçalo Rio de Janeiro Brazil The LCA methodology based on ISO and ISO guidelines is applied with available databases and the SimaPro program As a result this work shows that there is a substantial waste of nonrenewable energy increasing global warming and harm to human health in this type of construction This study also points out that for this type of Brazilian construction ceramic materials account for a high percentage of the mass of a total building and are thus responsible for the majority of environmental impacts
LED Context Lighting System in Residential Areas,As issues of environment and energy draw keen interest around the globe due to such problems as global warming and the energy crisis LED with high optical efficiency is brought to the fore as the next generation lighting In addition as the national income level gets higher and life expectancy is extended interest in the enhancement of life quality is increasing Accordingly the trend of lightings is changing from mere adjustment of light intensity to system lighting in order to enhance the quality of ones life as well as reduce energy consumption Thus this study aims to design LED context lighting system that automatically recognizes the location and acts of a user in residential areas and creates an appropriate lighting environment The proposed system designed in this study includes three types of processing first the creation of a lighting environment index suitable for the users surroundings and lighting control scenarios and second it measures and analyzes the optical characteristics that change depending on the dimming control of lighting and applies them to the index Lastly it adopts PIR piezoelectric and power sensor to grasp the location and acts of the user and create a lighting environment suitable for the current context
ClosedLoop Supply Chain Models with Considering the Environmental Impact,Global warming and climate changes created by large scale emissions of greenhouse gases are a worldwide concern Due to this the issue of green supply chain management has received more attention in the last decade In this study a closedloop logistic concept which serves the purposes of recycling reuse and recovery required in a green supply chain is applied to integrate the environmental issues into a traditional logistic system Here we formulate a comprehensive closedloop model for the logistics planning considering profitability and ecological goals In this way we can achieve the ecological goal reducing the overall amount of CO emitted from journeys Moreover the profitability criterion can be supported in the cyclic network with the minimum costs and maximum service level We apply three scenarios and develop problem formulations for each scenario corresponding to the specified regulations and investigate the effect of the regulation on the preferred transport mode and the emissions To validate the models some numerical experiments are worked out and a comparative analysis is investigated
Regional Warming and Emerging VectorBorne Zoonotic Dirofilariosis in the Russian Federation Ukraine and Other PostSoviet States from to and Projection by ,We analyze through a climatic model the influence of regional warming on the geographical spreading and potential risk of infection of human dirofilariosis in Russia Ukraine and other postSoviet states from to and estimate the situation by The model correctly predicts the spatiotemporal location of of clinical cases reported in the area during the studied period identified by a retrospective review of the literature There exists also a significant correlation between annual predicted Dirofilaria generations and calculated morbidity The model states the progressive increase of in the potential transmission area up to latitude N and in population exposure By an increase of in transmission area and in population exposure is expected These findings strongly suggest the influence of global warming in both geographical spreading and increase in the number of Dirofilaria generations The results should alert about the epidemiological behavior of dirofilariosis and other mosquitoborne diseases in these and other countries with similar climatic characteristics
Parasitic Pneumonia and Lung Involvement,Parasitic infestations demonstrated a decline in the past decade as a result of better hygiene practices and improved socioeconomic conditions Nevertheless global immigration increased numbers of the immunocompromised people international traveling global warming and rapid urbanization of the cities have increased the susceptibility of the world population to parasitic diseases A number of new human parasites such as Plasmodium knowlesi in addition to many potential parasites have urged the interest of scientific community A broad spectrum of protozoal parasites frequently affects the respiratory system particularly the lungs The diagnosis of parasitic diseases of airway is challenging due to their wide varieties of clinical and roentgenographic presentations So detailed interrogations of travel history to endemic areas are critical for clinicians or pulmonologists to manage this entity The migrating adult worms can cause mechanical airway obstruction while the larvae can cause airway inflammation This paper provides a comprehensive review of both protozoal and helminthic infestations that affect the airway system particularly the lungs including clinical and roentgenographic presentations diagnostic tests and therapeutic approaches
Strategies for Lipid Production Improvement in Microalgae as a Biodiesel Feedstock,In response to the energy crisis global warming and climate changes microalgae have received a great deal of attention as a biofuel feedstock Due to a high lipid content in microalgal cells microalgae present as a promising alternative source for the production of biodiesel Environmental and culturing condition variations can alter lipid production as well as chemical compositions of microalgae Therefore application of the strategies to activate lipid accumulation opens the door for lipid overproduction in microalgae Until now many original studies regarding the approaches for enhanced microalgal lipid production have been reported in an effort to push forward the production of microalgal biodiesel However the current literature demonstrates fragmented information available regarding the strategies for lipid production improvement From the systematic point of view the review highlights the main approaches for microalgal lipid accumulation induction to expedite the application of microalgal biodiesel as an alternative to fossil diesel for sustainable environment Of the several strategies discussed the one that is most commonly applied is the design of nutrient eg nitrogen phosphorus and sulfur starvation or limitation Other viable approaches such as light intensity temperature carbon dioxide salinity stress and metal influence can also achieve enhanced microalgal lipid production
Development of Ecosystem Research,"Experimental studies established the major communityphysiological processes that determine the structure growth and biodiversity of overstorey and understorey plants and resident vertebrates in an ecosystem 
These communityphysiological studies were promoted internationally by the UNESCO Arid Zone Research Program the International Biological Program Sections Productivity Production Processes and Conservation the International Union for the Conservation of Nature and finally the International GeosphereBiosphere Program that is studying the impact of Global Warming on the Worlds ecosystems During the short period of annual foliage growth in evergreen plant communities aerodynamic fluxes frictional thermal evaporative in the atmosphere as it flows over and through a plant community determine the foliage projective covers and leaf attributes in overstorey and understorey strata These foliar attributes determine the communityphysiological constant the evaporative coefficient of the plant community An increase in air temperature of C during this period of annual foliage growth will affect the structure of the plant community so that tall openforests open forests woodlands open scrub low openshrubland desert communities Variation in available soil water during this short period of annual foliage growth will influence vertical shoot growth but not foliage projective covers and leaf attributes produced in the overstorey stratum"
Health Effects of Coastal Storms and Flooding in Urban Areas A Review and Vulnerability Assessment,Coastal storms can take a devastating toll on the publics health Urban areas like New York City NYC may be particularly at risk given their dense population reliance on transportation energy infrastructure that is vulnerable to flood damage and highrise residential housing which may be hardhit by power and utility outages Climate change will exacerbate these risks in the coming decades Sea levels are rising due to global warming which will intensify storm surge These projections make preparing for the health impacts of storms even more important We conducted a broad review of the health impacts of US coastal storms to inform climate adaptation planning efforts with a focus on outcomes relevant to NYC and urban coastal areas and incorporated some lessons learned from recent experience with Superstorm Sandy Based on the literature indicators of health vulnerability were selected and mapped within NYC neighborhoods Preparing for the broad range of anticipated effects of coastal storms and floods may help reduce the public health burden from these events
ScenarioBased Analysis on the Structural Change of Land Uses in China,Land UseLand Cover change LUCC is a key aspect of global environmental change which has a significant impact on climate change In the background of increasing global warming resulting from greenhouse effect to understand the impact of land use change on climate change is necessary and meaningful In this study we choose China as the study area and explore the possible land use change trends based on the AgLU module and ERB module of global change assessment model GCAM model and Global Change Assessment Model We design three scenarios based on socioeconomic development and simulated the corresponding structure change of land use according to the three scenarios with different parameters Then we simulate the different emission of CO under different scenarios based on the simulation results of structure change of land use At last we choose the most suitable scenario that could control the emission of CO best and obtain the relatively better land use structure change for adaption of climate change Through this research we can provide a theoretical basis for the future land use planning to adapt to climate change
Asteroids Assessing Catastrophic Risks,"We evaluate two risk profiles i global warming risks and ii collisions with asteroids that can cause the extinction of our species The
expected values computed for these two risks suggest that no action will be taken to avoid extinction The result is somewhat counterintuitive but it is typical of the results of using classic decision theory to evaluate catastrophic risks in the distant future see the study by Posner We establish why expected value is insensitive to catastrophic risks see the study by Chichilnisky and use another criterion to evaluate risk based on axioms for choice under uncertainty that update the classic Von Neumann theory and require equal treatment for rare and frequent events Optimizing according to the new criterion is shown to be equivalent to optimizing expected utility with a restriction on the worst outcome in the case of a catastrophe The evaluation obtained from the new criterion seems more intuitively plausible and suggests a more practical and realistic approach to catastrophic risks optimizing expected value
while minimizing losses in the case of a catastrophe"
A FuzzyGrey Multicriteria Decision Making Approach for Green Supplier Selection in LowCarbon Supply Chain,Due to the increasing awareness of global warming and environmental protection many practitioners and researchers have paid much attention to the lowcarbon supply chain management in recent years Green supplier selection is one of the most critical activities in the lowcarbon supply chain management so it is important to establish the comprehensive criteria and develop a method for green supplier selection in lowcarbon supply chain The paper proposes a fuzzgrey multicriteria decision making approach to deal with these problems First the paper establishes main criteria and subcriteria for green supplier selection Then a method integrating fuzzy set theory and grey relational analysis is proposed It uses the membership function of normal distribution to compare each supplier and uses grey relation analysis to calculate the weight of each criterion and improves fuzzy comprehensive evaluation The proposed method can make the localization of individual green supplier more objectively and more accurately in the same trade Finally a case study in the steel industry is presented to demonstrate the effectiveness of the proposed approach
Investigation of Precipitation Variations over Wet and Dry Areas from Observation and Model,Our observational study revealed that the precipitation increased over the wet area and decreased over the dry area during the past two decades Here we further investigate whether the current atmospheric models can quantitatively capture the characteristics of precipitation from the observation The NASA Goddard Institute for Space Studies GISS model is used to examine the historic simulation of the precipitation in which the historic greenhouse gases and aerosols are included in the radiative forcing The consistency between the historic GISS simulation and the Global Precipitation Climatology Project GPCP precipitation suggests that the model can qualitatively capture the temporal trends of precipitation over the wet and dry areas However the precipitation trends are weaker in the model than in the observation The observed trends of precipitation do not appear in the control simulation with the fixed concentrations of greenhouse gases and aerosols which suggests that the global warming due to anthropogenic forcing can influence the temporal variations of precipitation over the wet and dry areas Diagnostic studies of other variables from the model further suggest that enhanced rising air can increase the precipitation over the wet area
Phytochemical Benefits of Agroresidues as Alternative Nutritive Dietary Resource for Pig and Poultry Farming,The growing world population is challenging the animal products supply system particularly in developing countries where demand for meat and milk in is estimated to increase to and respectively amidst deteriorating livestock feed sources Globally adequate production and availability of animal feed products to subsistence farmers has been declining due to factors such as global warming growth in population and low economic growth This paper seeks to examine the existing scientific literature on the utilization of some unconventional feed resources to abate the challenge of feed deficit and thus improve animal nutrition The use of fruit waste and agricultural farm residues affords alternative nutritive livestock dietary supplements it has been proven they contain a spectrum of vital bioactive phytochemicals essential for sustainable growth and development of animals The biochemical composition of the plant wastes and residues include carbohydrates proteins nucleic acids and fatty acids while the common bioactive phytochemicals are polyphenols alkaloids carotenoids and flavonoids along with tannins terpenes and saponins which play vital roles in reducing diseasecausing agents such as bacteria viruses and free radicalassociated diseases The phytochemicals exhibit antioxidant antimicrobial antifungal and antiinflammatory as well as antiparasitic and antiprotozoal properties However it is important to guard against antinutritive and toxicity levels in animal feed products The paper concludes that agroresidueswastes nutritive and therapeutic potential could serve as alternative livestock feed resource while also acting as additional job and income generator for communities
Spectral and Energy Efficiencies in mmWave Cellular Networks for Optimal Utilization,Millimeter wave mmWave spectrum has been proposed for use in commercial cellular networks to relieve the already severely congested microwave spectrum Thus the design of an efficient mmWave cellular network has gained considerable importance and has to take into account regulations imposed by government agencies with regard to global warming and sustainable development In this paper a dense mmWave hexagonal cellular network with each cell consisting of a number of smaller cells with their own Base Stations BSs is presented as a solution to meet the increasing demand for a variety of high data rate services and growing number of users of cellular networks Since spectrum and power are critical resources in the design of such a network a framework is presented that addresses efficient utilization of these resources in mmWave cellular networks in the and  GHz bands These bands are already an integral part of wellknown standards such as IEEE c IEEE ad and IEEE In the analysis a wellknown accurate mmWave channel model for Line of Sight LOS and NonLine of Sight NLOS links is used The cellular network is analyzed in terms of spectral efficiency bits energy efficiency bitJ area spectral efficiency bitsm area energy efficiency bitJm and network latency sbit These efficiency metrics are illustrated using Monte Carlo simulation as a function of SignaltoNoise Ratio SNR channel model parameters user distance from BS and BS transmission power The efficiency metrics for optimum deployment of cellular networks in and  GHz bands are identified Results show that  GHz band achieves better spectrum efficiency and the  GHz band is superior in terms of energy efficiency It is observed that while the latter band is expedient for indoor networks the former band is appropriate for outdoor networks
Modeled Impacts of Farming Practices and Structural Agricultural Changes on Nitrogen Fluxes in the Netherlands,In the Netherlands nutrient emissions from intensive animal husbandry have contributed to decreased species diversity in semi natural terrestrial and aquatic ecosystems pollution of groundwater and possibly global warming due to NO emissions This paper presents the results of a modelling study presenting the impacts of both structural measures and improved farming practices on major nitrogen N fluxes including NH and NO emission uptake leaching and runoff in the Netherlands using input data for the year Average annual fluxes Gg N year– for the year were estimated at for NH emission Gg NH year– for NO emission for N inflow to groundwater and for N inflow to surface water at a total N input of At this input nitrate NO concentrations in groundwater often exceeded the target of mg NO l– specifically in welldrained sandy soils The ammonia NH emissions exceeded emission targets that were set to protect the biodiversity of nonagricultural land Improved farming practices were calculated to lead to a significant reduction in NH emissions to the atmosphere and N leaching and runoff to groundwater and surface water but these improvements were not enough to reach all the targets set for those fluxes Only strong structural measures clearly improved the situation The NH emission target of Gg NH year– suggested for the year could not be attained however unless pig and poultry farming is completely banned in the Netherlands and all cattle stay almost permanently in low emission stables
Climate Warming in Response to Emission Reductions Consistent with the Paris Agreement,To limit global warming to well below C in accord with the Paris Agreement countries throughout the world have submitted their Intended Nationally Determined Contributions INDCs outlining their greenhouse gas GHG mitigation actions in the next few decades However it remains unclear what the resulting climate change is in response to the proposed INDCs and subsequent emission reductions In this study the global and regional warming under the updated INDC scenarios was estimated from a range of comprehensive Earth system models CMIP and a simpler carbonclimate model MAGICC based on the relationship of climate response to cumulative emissions The global GHG emissions under the updated INDC pledges are estimated to reach ∼ GtCyear in resulting in a global mean temperature increase of ∼C median of C above the preindustrial level By extending the INDC scenarios to global GHG emissions are estimated to be around ∼ GtCyear in resulting in a global mean temperature increase by ∼C median of C The Arctic warming is projected to be most profound exceeding the global average by a factor of three by the end of this century Thus climate warming under INDC scenarios is projected to greatly exceed the longterm Paris Agreement goal of stabilizing the global mean temperature at to a low level of ‐C above the preindustrial Our study suggests that the INDC emission commitments need to be adjusted and strengthened to bridge this warming gap
Photo reduction of CO to methanol via TiO photocatalyst,"Greenhouse gas such as CO is the primary cause of global warming Alternative energy source
should be provided without producing more CO such as solar energy One of the best routes to remedy
CO is to transform it to hydrocarbons using photo reduction In our study CO was photocatalytically reduced to produce methanol using a Hg lamp with wavelength nm in a steadystate opticalfiber photo
reactor The opticalfiber photo reactor comprised of near CuTiOcoated fibers was designed and
assembled to transmit and spread light uniformly inside reactor TiO film was coated on optical fiber using
dipcoating method Titania and Culoaded solutions were prepared by a thermal hydrolysis method The
thickness of CuTiO film was nm and consisted of very fine spherical particle with diameter of near
 nm The XRD spectra indicated the anatase phase of all TiO and CuTiO films The wavelength of
absorption edge was on nm equivalent to near eV Most active Cu species on TiO surface were CuO clusters and played an important role for the formation of methanol The methanol yield increased with
UV irradiative intensity Photo activity increased with increasing Cu loadings Maximum methanol rate was
 μmolegcat•hr using wtCuTiO catalyst under W cm irradiation bar pressure of CO and seconds mean residence time Higher than wt Cu loading gave less rate of methanol yield
because of the masking effect of CuO clusters on the surface of TiO"
A Complete MCDM Model for NPD Performance Assessment in an LEDBased Lighting Plant Factory,Globally industries and economies have undergone rapid development and expansion over the last several decades As a result global warming and environmental contaminations have resulted in climate change and jeopardized food security In many developing countries already decreasing crop yields are threatened by extreme weather and soil damaged by genetically modified food making environmental problems worse and increasing food and organic product prices For these reasons this study proposes a hybrid multicriteria decisionmaking MCDM model for new product development NPD in the lightemitting diode LED based lighting plant factory First literature reviews and expert interviews are employed in constructing a list of decisionmaking objectives and criteria for new product development Then a fuzzy Delphi method FDM is used to screen the elements of the objectives and criteria while a fuzzy decisionmaking trial and evaluation laboratory FDEMATEL is used to determine the relationships among the objectives and criteria Finally a fuzzy analytic network process FANP and a composite priority vector CPV are manipulated to determine the relative importance weights of the critical objectives and criteria Results show that the proposed method can create a useful and assessable MCDM model for decisionmaking applications in new product development and a case study is herein performed to validate the feasibility of the proposed model in a Taiwanese LEDbased lighting plant factory which not only provides the decisionmakers with a feasible hierarchical data structure for decisionmaking guidance but also increases the competitive advantages of tradeoffs on developing novel products
Qualitative Assessment of Soil Carbon in a Rehabilitated Forest Using Fourier Transform Infrared Spectroscopy,Logging and poor shifting cultivation negatively affect initial soil carbon C storage especially at the initial stage of deforestation as these practices lead to global warming As a result an afforestation program is needed to mitigate this problem This study assessed initial soil C buildup of rehabilitated forests using Fourier transform infrared FTIR spectroscopy The relatively high EE values of humic acids HAs in the rehabilitated forest indicate prominence of aliphatic components suggesting that the HAs were of low molecular weight The total acidity carboxylic COOH and phenolic OH of the rehabilitated forest were found to be consistent with the ranges reported by other researchers The spectra of all locations were similar because there was no significant difference in the quantities of C in humic acids CHA regardless of forest age and soil depth The spectra showed distinct absorbance at and cm Increase of band at and cm from – to – cm were observed suggesting C buildup from the lowest depths – and – cm However the CHA content in the soil depths was not different The band at cm was assigned to carboxylic and aromatic groups Increase in peak intensity at cm was because CN ratio increased with increasing soil depth This indicates that decomposition rate decreased with increasing soil depth and decreased with CHA The finding suggests that FTIR spectroscopy enables the assessment of C composition functional group buildup at different depths and ages
Research on the Measurement of Carbon Storage in Plantation Tree Trunks Based on the Carbon Storage Dynamic Analysis Method,Estimation of forest carbon storage can be of great significance to the research on the productivity of terrestrial ecosystem carbon cycle and global warming China has more than million hm barren hills and waste land suitable for forestation which provides a great potential for developing carbon sink forestry by means of forestation This research analyzed the volume increments volume densities and carbon contents of analytical samples of five main plantation tree species in North China including Pinus tabulaeformis A Robinia pseudoacacia B Populus euramericana C Larix olgenisis D and Larix kaempferi E Results showed that carbon storage dynamic process can be expressed as follows the ages of quantitative maturity of each tree species are a a a a a respectively the average wood densities of each tree species at different age classes are  kgm  kgm  kgm  kgm and  kgmt The average carbon contents of each tree species at different age classes are and It showed a significant difference between the above tree species through variance test The maximum values of average carbon storage are a a a a and a respectively The corresponding average carbon storages are A  kg B  kg C  kg D  kg and E  kg in a descending order of This research through experiment on four tree species with clear growth rings and one tree species with unclear growth rings verified the scientific character and the scope of application of the carbon storage dynamic analysis method providing a new method for the measurement and analysis of forest carbon storage
Agricultural Management Practices to Sustain Crop Yields and Improve Soil and Environmental Qualities,In the past several decades agricultural management practices consisting of intensive tillage and high rate of fertilization to improve crop yields have resulted in the degradation of soil and environmental qualities by increasing erosion and nutrient leaching in the groundwater and releasing greenhouses gases such as carbon dioxide CO and nitrous oxide NO that cause global warming in the atmosphere by oxidation of soil organic matter Consequently management practices that sustain crop yields and improve soil and environmental qualities are needed This paper reviews the findings of the effects of tillage practices cover crops and nitrogen N fertilization rates on crop yields soil organic carbon C and N concentrations and nitrate NON leaching from the soil Studies indicate that conservation tillage such as notill or reduced till can increase soil organic C and N concentrations at to cm depth by as much as – in years compared with conventional tillage without significantly altering crop yields Similarly cover cropping and – kg N ha– year– fertilization can increase soil organic C and N concentrations by as much as – compared with no cover cropping or N fertilization by increasing plant biomass and amount of C and N inputs to the soil Reduced till cover cropping and decreased rate of N fertilization can reduce soil N leaching compared with conventional till no cover cropping and full rate of N fertilization Management practices consisting of combinations of conservation tillage mixture of legume and nonlegume cover crops and reduced rate of N fertilization have the potentials for sustaining crop yields increasing soil C and N storage and reducing soil N leaching thereby helping to improve soil and water qualities Economical and social analyses of such practices are needed to find whether they are cost effective and acceptable to the farmers
New Delivery Systems and Propellants,The removal of chlorofluorocarbon CFC propellants from industrial and household products has been agreed to by over countires of which more than are developing countries The timetable for this process is outlined in the Montreal Protocol on Substances that Deplete the Ozone Layer document and in several subsequent amendments Pressured metered dose inhalers pMDIs for medical use have been granted temporary exemptions until replacement formulations providing the same medication via the same route and with the same efficacy and safety profiles are approved for human use Hydrofluoroalkanes HFAs are the alternative propellants for CFCs and Their potential for damage to the ozone layer is nonexistent and while they are greenhouse gases their global warming potential is a fraction onetenth of that of CFCs Replacement formulations for almost all inhalant respiratory medications have been or are being produced and tested in Canada it is anticipated that the transition to these HFA or CFCfree pMDIs will be complete by the year Initially an HFA pMDI was to be equivalent to the CFC pMDI being replaced in terms of aerosol properties and effective clinical dose However this will not necessarily be the situation particularly for some corticosteroid products Currently only one CFCfree formulation is available in Canada – Airomir a HFA salbutamol pMDI This paper discusses the in vitro aerosol characteristics in vivo deposition and clinical data for several HFA pMDIs for which there are data available in the literature Alternative delivery systems to the pMDI namely dry powder inhalers and nebulizers are briefly reviewed
Symbiotic RootEndophytic Soil Microbes Improve Crop Productivity and Provide Environmental Benefits,Plants should not be regarded as entities unto themselves but as the visible part of plantmicrobe complexes which are best understood as “holobiomes” Some microorganisms when given the opportunity to inhabit plant roots become root symbionts Such root colonization by symbiotic microbes can raise crop yields by promoting the growth of both shoots and roots by enhancing uptake fixation andor more efficient use of nutrients by improving plants resistance to pests diseases and abiotic stresses that include drought salt and other environmental conditions and by enhancing plants capacity for photosynthesis We refer plantmicrobe associations with these capabilities that have been purposefully established as enhanced plant holobiomes EPHs Here we consider four groups of phylogenetically distinct and distant symbiotic endophytes Rhizobiaceae bacteria plantobligate arbuscular mycorrhizal fungi AMF selected endophytic strains of fungi in the genus Trichoderma and fungi in the Sebicales order specifically Piriformospora indica Although these exhibit quite different “lifestyles” when inhabiting plants all induce beneficial systemic changes in plants gene expression that are surprisingly similar For example all induce gene expression that produces proteins which detoxify reactive oxygen species ROS ROS are increased by environmental stresses on plants or by overexcitation of photosynthetic pigments Gene overexpression results in a cellular environment where ROS levels are controlled and made more compatible with plants metabolic processes EPHs also frequently exhibit increased rates of photosynthesis that contribute to greater plant growth and other capabilities Soil organic matter SOM is augmented when plant root growth is increased and roots remain in the soil The combination of enhanced photosynthesis increasing sequestration of CO from the air and elevation of SOM removes C from the atmosphere and stores it in the soil Reductions in global greenhouse gas levels can be accelerated by incentives for carbon farming and carbon capandtrade programs that reward such climatefriendly agriculture The development and spread of EPHs as part of such initiatives has potential both to enhance farm productivity and incomes and to decelerate global warming
Assessment of Greenhouse Gas Emissions from Different LandUse Systems A Case Study of CO in the Southern Zone of Ghana,The emission of greenhouse gases GHGs results in global warming and climate change The extent to which developing countries contribute to GHG emissions is not well known This study reports findings on the effects of different landuse systems on GHG emissions CO in this case from two locations in the southern zone of Ghana West Africa Site one located at Kpong contained a heavy clay soil while site two located at Legon contained a lighttextured sandy soil Landuse systems include cattle kraals natural forests cultivated maize fields and rice paddy fields at site one and natural forest woodlots and cultivated soya bean fields at site two CO emissions were measured using the gas entrapment method PVC chambers Trapping solutions were changed every – h and measurement lasted to days depending on the site We found that for the same landuse CO emissions were higher on the clay soil Kpong than the sandy soil Legon In the clay soil environment the highest average CO emission was observed from the cattle kraal  mg·m−·h− followed by the forest  mg·m−·h− and rice paddy  mg·m−·h− field The lowest average emission was observed for maize cropped land  mg·m−·h− In the sandy soil environment the highest average CO emission was observed from soya cropped land  mg·m−·h− followed by the forest  mg·m−·h− and woodlot  mg·m−·h− Several factors influenced CO emissions from the different landuse systems These include the inherent properties of the soils such as texture temperature and moisture content which influenced CO production through their effect on soil microbial activity and root respiration Practices that reduce CO emissions are likely to promote carbon sequestration which will consequently maintain or increase crop productivity and thereby improve global or regional food security
LifeCycle Assessment of HighStrength Concrete Mixtures with Copper Slag as Sand Replacement,Aggregate consumption rates have now exceeded natural renewal rates signaling shortages both locally and globally Even more concerning is that the worldwide markets for construction aggregates are projected to grow at an annual rate of in the near future This increase is attributed to rapid population growth coupled with the economic development worldwide In terms of material availability one of the most vulnerable regions is the AsiaPacific region specifically Singapore where there is higher demand but limited availability of natural sand and gravel for use as aggregates in concrete construction projects This paper focuses mainly on the environmental impacts of fine aggregate alternatives used in highstrength concrete applications in Singapore which is one of the major global importers of natural sand following China Singapore has been experiencing political and environmental challenges linked to the shortage of natural sand use as aggregates even while the demand is increasing in the construction sector Copper slag a readily available waste material from shipyards in Singapore is a possible replacement material for a portion of the natural sand in concrete mixtures thus sustaining the projected growth in the region A lifecycle assessment approach is applied to investigate the environmental impacts of copper slag and its alternative use as natural sand in highstrength concrete applications in Singapore The system boundary consists of the major production processes of concrete constituents including Portland cement and fine and coarse aggregates with CS considered as fine aggregate from a cradletogate perspective consisting of relevant lifecycle phases of raw materials extraction transportation and production processes at the relevant facility where the production occurs Output from the assessment is provided in terms of embodied energy use and air emissions of concrete mixes with varying percentages of copper slag as fine aggregate Results show that environmental impacts of aggregates decrease with the increasing substitution rate of natural sand with copper slag when calculated on the basis per unit volume of the concrete mix For example and sand replacements with copper slag result in a reduction of and in embodied energy and in global warming potential and in acidification and and in particulate matter formation respectively Normalized impacts ie normalized with respect to compressive strength are observed to remain at almost similar levels for concrete mixes with up to natural sand having been replaced with copper slag Therefore it is recommended that replacement of fine aggregates by – of copper slag by weight will produce concrete mixtures with comparable environmental impacts while maintaining feasible durability and strength properties
